fromNode	toNode	weight	direction	fromAltName	toAltName
AP000350.6	CD300C	0.0625627565525355	undirected	NA	NA
AP000350.6	AC093895.1	0.0396840668563855	undirected	NA	NA
AP000350.6	DLK1	0.0294447711512119	undirected	NA	NA
AP000350.6	CARD16	0.0352415489702382	undirected	NA	NA
AP000350.6	FCGR1CP	0.0332493437386646	undirected	NA	NA
AP000350.6	TNFSF15	0.0313179990530011	undirected	NA	NA
AP000350.6	CYTOR	0.0732891591065448	undirected	NA	NA
AP000350.6	IGFBP7-AS1	0.0419160380893899	undirected	NA	NA
AP000350.6	CTAGE15	0.0294854242102387	undirected	NA	NA
AP000350.6	C16orf54	0.0419021762831799	undirected	NA	NA
AP000350.6	AC004687.1	0.0606750721650066	undirected	NA	NA
AP000350.6	NME8	0.0389094763555623	undirected	NA	NA
AP000350.6	AP001636.1	0.0334333368296535	undirected	NA	NA
AP000350.6	F5	0.0472519977173266	undirected	NA	NA
AP000350.6	AC027455.1	0.0426481617487134	undirected	NA	NA
AP000350.6	TMC5	0.0455490985073661	undirected	NA	NA
AP000350.6	NALCN-AS1	0.0488196819646643	undirected	NA	NA
AP000350.6	LINC00609	0.0318092693445619	undirected	NA	NA
AP000350.6	AC092958.1	0.0486641018693228	undirected	NA	NA
AP000350.6	AC009060.1	0.0422240378414413	undirected	NA	NA
AP000350.6	TLR8	0.0490438865502705	undirected	NA	NA
AP000350.6	AC008760.2	0.0424749774340142	undirected	NA	NA
AP000350.6	CCL5	0.048381915469456	undirected	NA	NA
AP000350.6	TSPAN32	0.0427495973290472	undirected	NA	NA
AP000350.6	AC004817.3	0.0401964591156055	undirected	NA	NA
AP000350.6	AL360271.1	0.033719978914807	undirected	NA	NA
AP000350.6	SIGLEC16	0.038576130556877	undirected	NA	NA
AP000350.6	LINC00639	0.0394318211583579	undirected	NA	NA
AP000350.6	FAM177B	0.0466469953930689	undirected	NA	NA
AP000350.6	PIGR	0.0426552857242363	undirected	NA	NA
AP000350.6	C1orf158	0.0351513618850307	undirected	NA	NA
AP000350.6	LINC01736	0.0447059440382652	undirected	NA	NA
AP000350.6	MILR1	0.0557099265985959	undirected	NA	NA
AP000350.6	ANGPTL7	0.0366420056673154	undirected	NA	NA
AP000350.6	ADGRG5	0.033596489136606	undirected	NA	NA
AP000350.6	AC078788.2	0.0345244676490554	undirected	NA	NA
AP000350.6	AL160412.1	0.0361771242076138	undirected	NA	NA
AP000350.6	LINC01504	0.0448469272862895	undirected	NA	NA
AP000350.6	TP63	0.0343136662482089	undirected	NA	NA
AP000350.6	CCRL2	0.0347965396720589	undirected	NA	NA
AP000350.6	HAMP	0.0493996978346547	undirected	NA	NA
AP000350.6	PTGDR	0.035568909294622	undirected	NA	NA
AP000350.6	CU634019.6	0.0300683296706126	undirected	NA	NA
AP000350.6	ITPKB-IT1	0.0362200413426276	undirected	NA	NA
AP000350.6	WFIKKN2	0.0548184810211292	undirected	NA	NA
AP000350.6	AC008277.1	0.0309338355147697	undirected	NA	NA
AP000350.6	LINC01836	0.0358136967043889	undirected	NA	NA
AP000350.6	LINC00943	0.043131948507964	undirected	NA	NA
AP000350.6	CACTIN-AS1	0.0405263506398593	undirected	NA	NA
AP000350.6	HLA-C	0.0304846823906469	undirected	NA	NA
AP000350.6	LAX1	0.0351269372954816	undirected	NA	NA
AP000350.6	PATL2	0.0494331017828236	undirected	NA	NA
AP000350.6	ALDH3A1	0.0627862350126034	undirected	NA	NA
AP000350.6	SIGLEC10	0.0768539320643381	undirected	NA	NA
AP000350.6	IL10	0.0401636442611239	undirected	NA	NA
AP000350.6	AC015849.5	0.0396080499876636	undirected	NA	NA
AP000350.6	GPA33	0.0441296582537117	undirected	NA	NA
AP000350.6	AC093627.7	0.0367583103868196	undirected	NA	NA
AP000350.6	AC026316.3	0.0398151938534994	undirected	NA	NA
AP000350.6	GRHL3	0.039101455214177	undirected	NA	NA
AP000350.6	AL391422.1	0.0346534940698331	undirected	NA	NA
AP000350.6	CSTA	0.0321678530607058	undirected	NA	NA
AP000350.6	PCED1B-AS1	0.0579983659143927	undirected	NA	NA
AP000350.6	MDFI	0.0413473098234654	undirected	NA	NA
AP000350.6	TSPAN1	0.0385999461048963	undirected	NA	NA
AP000350.6	SIGLEC14	0.0409647836222886	undirected	NA	NA
AP000350.6	MS4A4E	0.0461631168181496	undirected	NA	NA
AP000350.6	RGS18	0.0453945204558258	undirected	NA	NA
AP000350.6	AC078962.1	0.0323456470708058	undirected	NA	NA
AP000350.6	AC080013.4	0.033177412549249	undirected	NA	NA
AP000350.6	SNX20	0.0628910348049867	undirected	NA	NA
AP000350.6	DEFB108E	0.0317877327954554	undirected	NA	NA
AP000350.6	C3	0.0918622750764789	undirected	NA	NA
AP000350.6	CASP5	0.0385894586778396	undirected	NA	NA
AP000350.6	DPEP2	0.0393559409369259	undirected	NA	NA
AP000350.6	AC037198.1	0.0467408335376536	undirected	NA	NA
AP000350.6	FMO3	0.038347422446786	undirected	NA	NA
AP000350.6	C22orf31	0.0305480124966566	undirected	NA	NA
AP000350.6	C7orf77	0.0287110283793545	undirected	NA	NA
AP000350.6	LINC02561	0.0432300324713662	undirected	NA	NA
AP000350.6	AC079316.1	0.044502818790183	undirected	NA	NA
AP000350.6	AC098613.1	0.0369686046999649	undirected	NA	NA
AP000350.6	AC007906.2	0.0373033918573135	undirected	NA	NA
AP000350.6	RNU6-1088P	0.0361273499962995	undirected	NA	NA
AP000350.6	MFRP	0.040659797225437	undirected	NA	NA
AP000350.6	PEAK3	0.0454243978539	undirected	NA	NA
AP000350.6	TNFRSF9	0.0396859978461222	undirected	NA	NA
AP000350.6	SIGLEC7	0.0599853479567505	undirected	NA	NA
AP000350.6	TMEM92	0.0337149682406338	undirected	NA	NA
AP000350.6	AC008875.1	0.034378680474245	undirected	NA	NA
AP000350.6	AP001554.1	0.0368937759028378	undirected	NA	NA
AP000350.6	CD300LB	0.0412035797307481	undirected	NA	NA
AP000350.6	KRT8	0.0439792263106437	undirected	NA	NA
AP000350.6	GAPT	0.054990637395506	undirected	NA	NA
AP000350.6	SLAMF8	0.0734187190668272	undirected	NA	NA
AP000350.6	AC079298.3	0.0298086777195703	undirected	NA	NA
AP000350.6	AC051619.4	0.0390414090593243	undirected	NA	NA
AP000350.6	CH25H	0.0485614524261796	undirected	NA	NA
AP000350.6	ATP6V1C2	0.0482090587978439	undirected	NA	NA
AP000350.6	AC116353.5	0.0400312892973664	undirected	NA	NA
AP000350.6	ANKRD34B	0.0492896985901853	undirected	NA	NA
AP000350.6	AC010099.3	0.0385731236631008	undirected	NA	NA
AP000350.6	AL161785.1	0.0519252037422507	undirected	NA	NA
AP000350.6	LINC02391	0.032704175200474	undirected	NA	NA
AP000350.6	IFI30	0.0439082312880011	undirected	NA	NA
AP000350.6	ABCC3	0.0816011129386785	undirected	NA	NA
AP000350.6	AC003984.1	0.0430875639061124	undirected	NA	NA
AP000350.6	AC044810.1	0.0364035422134628	undirected	NA	NA
AP000350.6	MZB1	0.0375385133210265	undirected	NA	NA
AP000350.6	DUTP2	0.0373738215785347	undirected	NA	NA
AP000350.6	CYP4F23P	0.0419275122313066	undirected	NA	NA
AP000350.6	AL391903.1	0.0423041287900465	undirected	NA	NA
CYP4F24P	AC253536.6	0.037207868190531	undirected	NA	NA
CYP4F24P	OVCH2	0.0499092976374153	undirected	NA	NA
CYP4F24P	OR5P1P	0.0532193884572958	undirected	NA	NA
CYP4F24P	OPTC	0.05833722965414	undirected	NA	NA
CYP4F24P	LTF	0.0591364674640731	undirected	NA	NA
CYP4F24P	AC012501.1	0.0579160249718176	undirected	NA	NA
CYP4F24P	AC044810.2	0.0512033371812663	undirected	NA	NA
CYP4F24P	OR5P3	0.0529152428226582	undirected	NA	NA
CYP4F24P	AC104237.3	0.0549220466654155	undirected	NA	NA
CYP4F24P	OR5P2	0.0520727083264222	undirected	NA	NA
CYP4F24P	PLVAP	0.0513441032146552	undirected	NA	NA
CYP4F24P	LPAR3	0.0665848041800209	undirected	NA	NA
CYP4F24P	SCNN1A	0.0510717033142624	undirected	NA	NA
CYP4F24P	AC104237.2	0.0547663949902781	undirected	NA	NA
CYP4F24P	CXCL10	0.0329184530711116	undirected	NA	NA
CYP4F24P	MXRA5	0.0697010795233738	undirected	NA	NA
CYP4F24P	H19	0.0955353920888107	undirected	NA	NA
CYP4F24P	MYOC	0.0663010939019768	undirected	NA	NA
CYP4F24P	IGHG1	0.0370998498450059	undirected	NA	NA
CYP4F24P	SLPI	0.0883773779534032	undirected	NA	NA
CYP4F24P	IGKC	0.0383463835921364	undirected	NA	NA
CYP4F24P	CLEC12A	0.0692401302710621	undirected	NA	NA
CYP4F24P	DDTL	0.0370335121904699	undirected	NA	NA
CYP4F24P	IGHA1	0.035051646832489	undirected	NA	NA
CYP4F24P	TYR	0.0789912095290093	undirected	NA	NA
CYP4F24P	HAS2	0.04122770840989	undirected	NA	NA
CYP4F24P	CHI3L2	0.0869104494098663	undirected	NA	NA
CYP4F24P	FOLR2	0.0582088341553821	undirected	NA	NA
CYP4F24P	CYB5R2	0.0516274989395337	undirected	NA	NA
CYP4F24P	MMP19	0.0874485703372666	undirected	NA	NA
CYP4F24P	CPXM1	0.0720690152608815	undirected	NA	NA
CYP4F24P	PLEKHS1	0.0690888375876068	undirected	NA	NA
CYP4F24P	LEFTY2	0.0639539528795146	undirected	NA	NA
CYP4F24P	CHMP4C	0.0631898260628744	undirected	NA	NA
CYP4F24P	HLA-DQA1	0.0648618980753039	undirected	NA	NA
CYP4F24P	PMEL	0.0671262710954223	undirected	NA	NA
CYP4F24P	BARX2	0.0472021808096504	undirected	NA	NA
CYP4F24P	TNFRSF11B	0.102123306502054	undirected	NA	NA
CYP4F24P	SLC34A2	0.0810943682922426	undirected	NA	NA
CYP4F24P	MKI67	0.0602807654227418	undirected	NA	NA
CYP4F24P	BEST2	0.0509759699584374	undirected	NA	NA
CYP4F24P	TNXA	0.0706966532612434	undirected	NA	NA
CYP4F24P	CD209	0.0664500402060378	undirected	NA	NA
CYP4F24P	RFX4	0.031093888367681	undirected	NA	NA
CYP4F24P	GSX2	0.0291547324852607	undirected	NA	NA
CYP4F24P	MLANA	0.0416064705963608	undirected	NA	NA
CYP4F24P	PRSS33	0.0398453932086731	undirected	NA	NA
CYP4F24P	RNASE2	0.0492544909769348	undirected	NA	NA
CYP4F24P	TNFSF14	0.0595508303370233	undirected	NA	NA
CYP4F24P	CWH43	0.0677023099117825	undirected	NA	NA
CYP4F24P	AC060834.1	0.0321094915531922	undirected	NA	NA
CYP4F24P	SCNN1B	0.0551960344929155	undirected	NA	NA
CYP4F24P	AC012400.1	0.0378529337259273	undirected	NA	NA
CYP4F24P	CD69	0.058762802627609	undirected	NA	NA
CYP4F24P	LRRC8E	0.0347507848574415	undirected	NA	NA
CYP4F24P	SELP	0.0351693040187409	undirected	NA	NA
CYP4F24P	HLA-DQB1	0.0348986105965571	undirected	NA	NA
CYP4F24P	SULT1C2	0.0761699801420455	undirected	NA	NA
CYP4F24P	C1orf87	0.0361237278343072	undirected	NA	NA
CYP4F24P	CR769776.2	0.0287095284693524	undirected	NA	NA
CYP4F24P	CLEC19A	0.0518528426807045	undirected	NA	NA
CYP4F24P	ADGRE1	0.0541604611344389	undirected	NA	NA
CYP4F24P	CD48	0.0633881717943591	undirected	NA	NA
CYP4F24P	AC092813.1	0.0542373267468445	undirected	NA	NA
CYP4F24P	EMX2	0.0358981240407335	undirected	NA	NA
CYP4F24P	MYOT	0.0279385652206102	undirected	NA	NA
CYP4F24P	VNN2	0.05902892683869	undirected	NA	NA
CYP4F24P	TACSTD2	0.0477686136871159	undirected	NA	NA
CYP4F24P	BMP5	0.0463585615629863	undirected	NA	NA
CYP4F24P	AC243772.3	0.030273760313968	undirected	NA	NA
CYP4F24P	FGFBP2	0.0829457065729728	undirected	NA	NA
CYP4F24P	CCR2	0.061723348622504	undirected	NA	NA
CYP4F24P	AC139495.3	0.0453759484859324	undirected	NA	NA
CYP4F24P	FST	0.0776381942788656	undirected	NA	NA
CYP4F24P	LILRA4	0.0307323948382471	undirected	NA	NA
CYP4F24P	HIST1H3F	0.0576861263884343	undirected	NA	NA
CYP4F24P	VNN1	0.0596317391508315	undirected	NA	NA
CYP4F24P	TMEM155	0.0250796647581507	undirected	NA	NA
CYP4F24P	LINC01440	0.0308695671282534	undirected	NA	NA
CYP4F24P	TNFRSF8	0.071459553615173	undirected	NA	NA
CYP4F24P	AC116096.1	0.043362944952274	undirected	NA	NA
CYP4F24P	DNAH11	0.0468593632431519	undirected	NA	NA
CYP4F24P	ASCL2	0.054620541578527	undirected	NA	NA
CYP4F24P	COL13A1	0.0636473806617498	undirected	NA	NA
CYP4F24P	CD38	0.0455356313294165	undirected	NA	NA
CYP4F24P	AL031056.1	0.0594116724457	undirected	NA	NA
CYP4F24P	AC044810.3	0.0525731047180262	undirected	NA	NA
CYP4F24P	OPN5	0.0410355890299709	undirected	NA	NA
CYP4F24P	CLEC17A	0.0445904282094226	undirected	NA	NA
CYP4F24P	HLA-DRB1	0.04839807065741	undirected	NA	NA
CYP4F24P	LYVE1	0.0573953364878146	undirected	NA	NA
CYP4F24P	SIGLEC11	0.0597395125439574	undirected	NA	NA
CYP4F24P	LINC01010	0.0427631503663788	undirected	NA	NA
CYP4F24P	FCER1A	0.037680525111425	undirected	NA	NA
CYP4F24P	CNTNAP3C	0.0247207000829546	undirected	NA	NA
CYP4F24P	FAM181A	0.0329893390687404	undirected	NA	NA
CYP4F24P	ENTPD8	0.0408043241267253	undirected	NA	NA
CYP4F24P	CCR5	0.0716467830794398	undirected	NA	NA
CYP4F24P	AL031651.2	0.0384675633133693	undirected	NA	NA
CYP4F24P	AC144450.1	0.0426086618524663	undirected	NA	NA
CYP4F24P	MIR4450	0.0341665326363682	undirected	NA	NA
CYP4F24P	GPR141	0.073331120924129	undirected	NA	NA
CYP4F24P	NAPSB	0.0350261658073216	undirected	NA	NA
CYP4F24P	RHEX	0.033824634101748	undirected	NA	NA
CYP4F24P	FCGBP	0.109978302872616	undirected	NA	NA
CYP4F24P	LINC01761	0.0327276018726144	undirected	NA	NA
CYP4F24P	MIR3617	0.0335751174835964	undirected	NA	NA
CYP4F24P	CYTL1	0.0323658097942371	undirected	NA	NA
CYP4F24P	SRPX2	0.036750435251408	undirected	NA	NA
CYP4F24P	LILRA6	0.0443213017406479	undirected	NA	NA
CYP4F24P	LYZ	0.100974177555335	undirected	NA	NA
CYP4F24P	PDCD1LG2	0.039028054360891	undirected	NA	NA
CYP4F24P	LINC01320	0.0629084967911438	undirected	NA	NA
CYP4F24P	MAT1A	0.062917286852484	undirected	NA	NA
CYP4F24P	LINC01684	0.0385677383941155	undirected	NA	NA
CYP4F24P	HIST1H2AL	0.0537240081400154	undirected	NA	NA
CYP4F24P	AL590004.3	0.0386527918558957	undirected	NA	NA
CYP4F24P	KLHDC7B	0.0412326796267168	undirected	NA	NA
CYP4F24P	HPD	0.0475146982989896	undirected	NA	NA
CYP4F24P	AC005336.1	0.06424838862952	undirected	NA	NA
CYP4F24P	IL12RB1	0.0518148882960053	undirected	NA	NA
CYP4F24P	PTGIR	0.0370787414991941	undirected	NA	NA
CYP4F24P	PRR15	0.0433816351204227	undirected	NA	NA
CYP4F24P	EMX2OS	0.0636910676305334	undirected	NA	NA
CYP4F24P	SLC16A12	0.0607812286018014	undirected	NA	NA
CYP4F24P	FCGR2B	0.0976505293113946	undirected	NA	NA
CYP4F24P	AC008957.1	0.0301218442155083	undirected	NA	NA
CYP4F24P	HIST1H3G	0.0454956205433347	undirected	NA	NA
CYP4F24P	IL7R	0.0334668800247376	undirected	NA	NA
CYP4F24P	RPL32P1	0.0329354952916761	undirected	NA	NA
CYP4F24P	AC007728.3	0.0517898599944366	undirected	NA	NA
CYP4F24P	CD300C	0.064996079625464	undirected	NA	NA
CYP4F24P	AC093895.1	0.0497669825056547	undirected	NA	NA
CYP4F24P	DLK1	0.0284846826302042	undirected	NA	NA
CYP4F24P	CARD16	0.041231682953639	undirected	NA	NA
CYP4F24P	FCGR1CP	0.0316118852814268	undirected	NA	NA
CYP4F24P	TNFSF15	0.0244959063893182	undirected	NA	NA
CYP4F24P	CYTOR	0.0841913379795939	undirected	NA	NA
CYP4F24P	IGFBP7-AS1	0.0356012093947614	undirected	NA	NA
CYP4F24P	CTAGE15	0.0315418594622912	undirected	NA	NA
CYP4F24P	C16orf54	0.0452133909427298	undirected	NA	NA
CYP4F24P	AC004687.1	0.0663575753741715	undirected	NA	NA
CYP4F24P	NME8	0.0366926288095304	undirected	NA	NA
CYP4F24P	AP001636.1	0.0290229557504894	undirected	NA	NA
CYP4F24P	F5	0.0434157112947709	undirected	NA	NA
CYP4F24P	AC027455.1	0.0329889443107937	undirected	NA	NA
CYP4F24P	TMC5	0.044536166423177	undirected	NA	NA
CYP4F24P	NALCN-AS1	0.0377185284246657	undirected	NA	NA
CYP4F24P	LINC00609	0.0362233553891314	undirected	NA	NA
CYP4F24P	AC092958.1	0.0346949741005347	undirected	NA	NA
CYP4F24P	AC009060.1	0.0315685799855542	undirected	NA	NA
CYP4F24P	TLR8	0.0670031555589913	undirected	NA	NA
CYP4F24P	AC008760.2	0.0421198191555624	undirected	NA	NA
CYP4F24P	CCL5	0.0414999706880768	undirected	NA	NA
CYP4F24P	TSPAN32	0.0432106587358897	undirected	NA	NA
CYP4F24P	AC004817.3	0.0541556046575599	undirected	NA	NA
CYP4F24P	AL360271.1	0.0326867894055276	undirected	NA	NA
CYP4F24P	SIGLEC16	0.0518670441315844	undirected	NA	NA
CYP4F24P	LINC00639	0.0294853773965941	undirected	NA	NA
CYP4F24P	FAM177B	0.0458009087460114	undirected	NA	NA
CYP4F24P	PIGR	0.0366155834509039	undirected	NA	NA
CYP4F24P	C1orf158	0.0271009463671449	undirected	NA	NA
CYP4F24P	LINC01736	0.0549683565017097	undirected	NA	NA
CYP4F24P	MILR1	0.0571626613852192	undirected	NA	NA
CYP4F24P	ANGPTL7	0.0411524881704815	undirected	NA	NA
CYP4F24P	ADGRG5	0.0262621896456504	undirected	NA	NA
CYP4F24P	AC078788.2	0.0286582351852708	undirected	NA	NA
CYP4F24P	AL160412.1	0.0296377273747661	undirected	NA	NA
CYP4F24P	LINC01504	0.0295293465861611	undirected	NA	NA
CYP4F24P	TP63	0.0364642670027425	undirected	NA	NA
CYP4F24P	CCRL2	0.0404108740459907	undirected	NA	NA
CYP4F24P	HAMP	0.0685937067840398	undirected	NA	NA
CYP4F24P	PTGDR	0.0251304096945422	undirected	NA	NA
CYP4F24P	CU634019.6	0.0308336852770852	undirected	NA	NA
CYP4F24P	ITPKB-IT1	0.031740475560827	undirected	NA	NA
CYP4F24P	WFIKKN2	0.0682827786412229	undirected	NA	NA
CYP4F24P	AC008277.1	0.0276797306580808	undirected	NA	NA
CYP4F24P	LINC01836	0.0411488676213174	undirected	NA	NA
CYP4F24P	LINC00943	0.0376873589589556	undirected	NA	NA
CYP4F24P	CACTIN-AS1	0.0474242331713909	undirected	NA	NA
CYP4F24P	HLA-C	0.0443441641550988	undirected	NA	NA
CYP4F24P	LAX1	0.0329181832379473	undirected	NA	NA
CYP4F24P	PATL2	0.0469852057166956	undirected	NA	NA
