Gene	DME	DR	severity_score
FOXD1	0.4584707489029	0.679180705069124	0.322965682103493
FAM153A	0.676096974911552	0.352679380199594	0.381506518810043
AC253536.6	0.79395115884399	0.14109922661049	0.120814004358383
SH3GL1P2	0.628591796890883	0.412275470889821	0.689464741226169
CRYAA	0.614865660340276	0.287636197279548	0.68418606552799
GATD3A	0.191787995571795	0.234600399005136	0.750120548823414
LINC01920	0.388520645295242	0.680573185995574	0.38365569790546
RHOXF1-AS1	0.133772163798312	0.105099389936915	0.17022151241756
AC130456.2	0.88092325644237	0.966752968806357	0.464756654714422
AC243562.2	0.269185806436963	0.180392772931983	0.0190186621696864
AC009977.1	0.00101992069712421	0.472700167762393	0.421397484882812
PNMA6B	0.0637371349226098	0.170931903517195	0.162177291582557
FAM106A	0.860263667234259	0.609740561930689	0.169092929249358
AC130456.7	0.696912149205372	0.690955742391451	0.669272535091246
HLA-DRB5	0.0437297794512171	0.284158893211941	0.331451934590515
EGR3	0.071734752319335	0.519973915710295	0.304635225909959
AL031432.2	0.094660636597683	0.920181760654399	0.650412738232245
OCLNP1	0.160239752027093	0.0469535696615452	0.0310080709505573
HSD17B2	0.291319612721559	0.917930259184496	0.466152107616038
AC017091.1	0.0379746926764656	0.0015900840245764	0.00466076974792747
RPL31P12	0.395748965457228	0.49157460460058	0.672449331002987
PMP2	0.938144905505206	0.859578292230987	0.837019470434801
AC004556.1	0.720487630883004	0.746900592920697	0.809171394741497
LINC02141	0.293799120865422	0.667696294813174	0.549489999169514
DIO3	0.0499228318851527	0.0761159994554413	0.0370122626170424
AP002008.3	0.379557782991717	0.0389122489030641	0.0183948790633461
LRRC52-AS1	0.909977331217628	0.717185581824684	0.794661829534453
POU2AF1	0.467317463983924	0.0404377185193968	0.0209170446669573
OPN1MW	0.535172369152282	0.0305562783773702	0.018617505291646
FFAR1	0.259287714526528	0.501552491523255	0.503885357747302
DKK1	0.991164044228409	0.707641717422602	0.954200844546003
CRYAA2	0.0526829613981143	0.074136337627918	0.0376992579156952
TSPEAR	0.0231225789903946	0.52709815683636	0.116371020336255
AMBN	0.0817453217510361	0.176714854557421	0.0463755859125957
USP32P2	0.305012960198121	0.201710398131187	0.0570276859604055
MAPK8IP1P1	0.823291521699286	0.605165838076417	0.750218848719127
AC016229.1	0.941981794371611	0.529931344827577	0.182098716627079
AC126177.2	0.552266093205066	0.711784099942953	0.89211429472072
PRSS51	0.318912021533573	0.686467368698144	0.597888581037774
FOXG1-AS1	0.31869754175284	0.37511969961422	0.308296684751811
AC138969.2	0.782030572557792	0.0686532642488863	0.187297438557154
KDM5DP1	0.00085520670107243	0.419425763042215	0.507241172939104
U2AF1L5	0.652673719049443	0.190659949851729	0.342352733088925
SFRP4	0.0019312924522126	0.0503738931021677	0.0198619442803793
SHROOM2P1	0.00192234082967425	0.425840974346945	0.505868861473239
AC006157.1	0.0003539520134389	0.532206010100384	0.390595380150948
SFRP2	0.017744552373833	0.90190601850421	0.243920082867056
RNF17	0.00632608954195897	0.0772805118794478	0.0665305395814411
AC093525.6	0.175941972667153	0.195980266444928	0.0836965754565353
OVCH2	0.000281435727272159	0.0372588702840903	7.79676421363328e-06
GDF15	0.715230204200534	0.813978859735815	0.443516915475764
LINC01587	0.550008030611585	0.236826845290396	0.247425839665499
IL6	0.331921578419044	0.982419123330136	0.195149629767283
EGR2	0.00178018701932695	0.394545112726644	0.0493017886141861
CHRND	0.393942329140065	0.168451735271566	0.645018178882296
C20orf141	0.597883153541799	0.725442390624905	0.898050968305535
EGR1	0.00612704757747689	0.264697039958453	0.095425054231322
TP73	0.17445446442686	0.640994302376653	0.342189314486802
PRPH	0.279080479306039	0.47442639788087	0.447869080492567
TBC1D3F	0.52287351402102	0.587623191463316	0.633003247420716
TMEM239	0.336725409945656	0.32458688412423	0.35886521523926
NAP1L1P2	0.000855497132690259	0.262904755311392	0.657415552935142
CHI3L1	0.558676415464893	0.402562796382261	0.30423223479413
SIX2	0.362884098344546	0.575039371649565	0.819081895973841
AC129507.4	0.167783117658244	0.665648173966856	0.359221409363071
AC104777.1	0.787316695750055	0.926151732501679	0.743169936352876
RPL5P21	0.0365979486147363	0.335990460212822	0.547856101023223
GPX1P1	0.837065909592201	0.625556606021284	0.374903229922738
AC126177.5	0.122019944597841	0.495210084146287	0.461905288943193
FAM9B	1.09281878625614e-05	0.267978208324636	0.00362390841880827
LYZL4	0.711325139512026	0.878480226964564	0.487929831411877
CASR	0.334743313887081	0.797789372535511	0.686467179996328
FOS	0.043619378958956	0.442590814532058	0.163858197721839
RNVU1-19	0.000630193968312223	0.115324531981337	0.0350299383268107
LINC00431	0.0908710954184287	0.519995665140403	0.769208023161353
TBC1D3L	0.129150328212975	0.0116372763747265	0.0451849528001183
TRPM2-AS	0.95000354528365	0.798757368232698	0.73096961053295
AC003986.1	0.526325719684157	0.721662846034079	0.641176958931936
CXCL8	0.0521596787643552	0.421275088857384	0.0973119758209284
AC124290.1	0.934112874735138	0.721979834489123	0.458341760928372
ARSFP1	0.000458392571810404	0.629888049415039	0.305755351190758
SLC2A14	0.426512095714583	0.518334223181758	0.845760097108509
FOSB	0.263373642227332	0.968414345674992	0.789049249694064
FOXI3	0.0627667578665117	0.156673902919963	0.102688751990248
PCK1	0.568705548582289	0.19953646157394	0.559306629475551
CCNO	0.469153104236508	0.327462787894367	0.960376813493263
CST8	0.339967282242682	0.466598491671021	0.465309400221002
C5orf17	0.922084711568478	0.871737624091083	0.803263715130069
LINC00322	0.331161194998739	0.908070123659951	0.630815542853274
RHOXF1	0.138847985657595	0.570061403122844	0.636146503918246
TBX5-AS1	0.0688939789609668	0.676160364938243	0.34752763270746
OR5P1P	0.00052366230490591	0.0650835100031868	2.08235688941935e-05
FAM237B	0.497964341957947	0.523345855701239	0.871121671484299
KIF25-AS1	0.235089442964273	0.137063184085567	0.0448227219566932
AP001046.1	0.259744613521272	0.982954059274685	0.63940490666733
CYP2T3P	0.43306572463912	0.203146630234509	0.169655008424129
KLK7	0.0999947020164359	0.35220933532363	0.535504459833994
CXCL2	0.145857882246616	0.350320889330254	0.0806704636984288
OPTC	0.825918784291356	0.484973082297869	0.638171394704373
USP6	0.293008483072819	0.350607131295395	0.651226904022838
OR2I1P	0.28341505887934	0.140319289038177	0.697603599770729
PRSS56	0.705587971491173	0.299618886940117	0.727605578875843
AC092506.1	0.280992004293481	0.66718122570655	0.576089609788027
PPIAP76	0.06327105453721	0.0363767087172232	0.0706140191511682
LTF	0.165125949619869	0.545181485129834	0.0428278424294133
AP001002.3	0.00532282775440101	0.00533467762671923	0.144410174514702
AC146944.3	0.689954440955886	0.182328752733764	0.522020784259744
AC012501.1	0.00183134011814848	0.00681090681373775	0.00171867053973736
LINC00278	0.00122350997974263	0.336449901016325	0.665193570552181
LINC01399	0.960753683416096	0.857732031648596	0.930802491220896
RPL10P6	0.0781324214709718	0.183453833867336	0.337065924152173
RPS26P8	0.843879568726493	0.746107013887557	0.489464224667301
RPL13P12	0.602384018901195	0.11589014847441	0.0272114175548804
AL451046.2	0.00881199436133391	0.71532542681195	0.698064540256685
AC044810.2	0.00065708863762578	0.0612196413248236	2.55888423600309e-05
F13A1	0.578189298515273	0.66458393634887	0.522387081246019
KLHDC7A	0.000883186161040726	0.038941147692893	0.0203049897441267
KRT16P6	0.156608732061328	0.368658760509765	0.145182877313382
OR5P3	0.000461404333178816	0.0637818952913621	1.91996956010085e-05
AC012414.3	0.0702154820704148	0.75180340808356	0.583657977458199
APLNR	0.649008803625594	0.958567561984453	0.500656681778197
IL1RL1	8.23041769521141e-09	1.02324831141746e-05	6.11030543212296e-07
DIO3OS	0.345301078756273	0.349376941041095	0.260574161273717
RPL10P9	0.359424391683333	0.0705035751826275	0.360572366521041
AC009041.1	0.00670738361314978	0.468708234430969	0.10537900216381
LINC02506	0.112472458843137	0.120653830264452	0.291581956518358
AC239800.1	0.713498031382033	0.578882818175323	0.607724446213017
KIF25	0.580056781650676	0.274558344363737	0.341215013459378
NOTO	0.95041661077303	0.903292584227356	0.891341125526652
CLDN1	0.0367790507104801	0.628150440366415	0.112002585641858
AL132822.1	0.268533787764553	0.221162211662859	0.199103958617513
SHOX2	0.608782159066383	0.72823244211057	0.928313923187529
ADGRF5P1	0.845175246285895	0.846036942962139	0.956440124092902
FO538757.1	0.132126347287529	0.0450977952276073	0.0157449360596433
NPIPB15	0.850940375018276	0.955850977698866	0.644106684854329
HSPA6	0.700708687921706	0.939138967103132	0.917246832601436
AC012501.2	0.0138501757226476	0.104049913608625	0.0178697203482855
NSFP1	0.0673165419032012	0.990304495329995	0.293063381854657
CR381653.2	0.313529233508353	0.0542939379946856	0.130953547535474
LINC01551	0.59342773640057	0.818729589111326	0.9010969849466
AC104237.3	0.000288626124249033	0.0530489102622735	1.62561037065606e-05
OR5P2	0.000294191076729027	0.0630246864447335	1.34059699386341e-05
SERF1A	0.0328162005789425	0.00102744733316891	0.0705875646231357
AC009975.1	0.448791114841556	0.218306521915884	0.229847028313764
STEAP4	0.0273826994978856	0.514566440217298	0.131930099169319
OVOL2	0.446905975340647	0.698333719528512	0.93624589622212
RPL23AP38	0.420057758699714	0.420952311094087	0.350843478272457
SST	0.805195803750706	0.885353809798862	0.801530999518154
PLVAP	1.15705041386916e-05	1.85907951427236e-07	1.75205086425974e-08
ICOSLG	0.000169470017876824	0.185939281487408	0.0458175720859296
LPAR3	0.0112985916886186	0.186806107066451	0.00328936956912987
RNASE3	0.273565338433245	0.910194706379557	0.785838595332464
LINC00348	0.53776544119387	0.611044574765111	0.509575272098663
HTATSF1P2	0.0467880986620873	0.0476481901201053	0.0425637604492412
SCNN1A	0.281317080703548	0.317762278572131	0.0755858891187308
AGXT	0.00571117159958874	0.0011212110159783	0.000588592843851044
ITK	0.481978140972254	0.6121609388372	0.514597024622156
AL357153.1	0.158845532474385	0.00654377039022689	0.0461673154336379
TECTB	0.522213918964671	0.906131215522352	0.840417308361033
LINC02282	0.450867866880541	0.60500657969208	0.611897185926556
RCN1P2	0.214571239820283	0.391263843242136	0.367310870427079
BTG2	0.131934123414861	0.924056980585307	0.289354940238514
FOSL1	0.960839314010459	0.694886027148052	0.949393832052785
LINC02159	6.89125154129777e-06	0.089165972606898	0.0115633754242395
AC104695.4	0.286555875650593	0.614612470551108	0.68079953461992
HGC6.3	0.217430404292462	0.135762877953797	0.0225375400025973
MIR7853	0.22185573621456	0.351961928087447	0.534759047453686
THAP12P9	0.139149963126023	0.304394420828761	0.161618925775064
CYP26B1	0.178990713359101	0.291483529972402	0.178701679671195
FZD10	0.338074787570706	0.925008732605004	0.802060592101141
AC104237.2	0.000212458585269144	0.0532665424232589	1.08682401997837e-05
CD24P4	0.00477855913018747	0.746912935180902	0.41903542194236
AC105046.1	0.287298036333241	0.957631850859389	0.771257441462775
AL121757.1	0.143392985968491	0.595108629642881	0.880180747139274
MC5R	0.538319493250335	0.649462768589617	0.693526208703123
BX640514.1	0.377613668165363	0.311541065449446	0.534587628220524
CYP19A1	0.529969614366314	0.998819250299425	0.786423238316959
LINC02138	0.510432809843357	0.412193880766881	0.523496805888633
MAFF	0.528202579779873	0.858438751334955	0.347973864852232
AC093525.7	0.265904350672956	0.279549854579666	0.410699526941003
GOLGA6L4	0.0816726742717971	0.980792415573311	0.171026854501922
C12orf77	0.888264632862628	0.105324663980768	0.377749183360493
PLA2G3	0.487819664589523	0.917484986534689	0.626579176028074
AC140125.2	0.00474029429617407	0.208261757025035	0.34561814246687
CXCL10	0.198802159190989	0.968081903929927	0.447376555454533
LINC01115	0.106935065703891	0.123829780857551	0.296574030288586
U2AF1	0.396076036908382	0.446990187885836	0.256367082115723
MXRA5	0.00610455596500033	0.154188162792992	0.00505368547542307
PPP1R2P5	0.702077142419168	0.463083375973355	0.348596147734974
H19	0.00721399830285751	0.0385657809855919	0.00266975840178382
BPIFC	0.452256621592977	0.693553214343769	0.952996936143677
GVINP2	0.00724319613523014	0.000116165150584831	0.00590571124870022
LUCAT1	0.808770137336964	0.979152232267022	0.816788256375276
BTG4	0.47336814944552	0.0395848194478791	0.0219350322783491
LINC02605	0.0494453891989709	0.105363876963179	0.0308403465035361
MYOC	0.0258174536891045	0.504249377048871	0.113302072200239
AC111152.1	0.556106097324124	0.400729420463525	0.262240524945864
AP005242.3	0.902674738465403	0.745579875171246	0.429904031494258
BCORP1	0.00244395266924545	0.328083673032016	0.601594419697627
OR7D2	0.00431585337679153	0.813850122303302	0.544226691288717
ATF3	0.217263164891098	0.768532009907816	0.611481883744269
KPNA2P1	0.516662122746992	0.820732899476879	0.21093063832972
PQLC2L	0.350395667544009	0.346466034885295	0.42159103811772
SERTM2	0.0269364992029251	0.155267304437664	0.0246157619268837
SNX18P13	0.0584681817405838	0.446994930068374	0.113145824713512
AGAP7P	0.369248473932028	0.695056944193812	0.484707209033358
LINC02608	0.00749996056054683	0.177193022461635	0.0356419440730009
ANKRD20A17P	0.869905467861887	0.0822863436161628	0.553843919374734
SNX18P12	0.352467697169444	0.250055188537519	0.527144249578833
PMAIP1	0.51069896713221	0.122956837828665	0.186540674479575
DGCR6	0.987871478276045	0.53506839968568	0.128014650500223
ESPNP	0.0717401745614213	0.549621960327774	0.121244627232191
IGHG1	0.0160102055052587	0.11087171735683	0.014718022228283
CYP4F29P	0.129459131873649	0.215511074395768	0.0536973072391267
AC103810.5	0.590168042037959	0.711093295910264	0.936310503368833
NPVF	0.0756699480314947	0.506297764365705	0.160992683513672
AC105924.1	0.490632433093749	0.652171854021844	0.481943988441131
HLA-DRB6	0.674209677936777	0.80535349972573	0.172495055438577
AL590644.1	0.464844614597893	0.0101668154595381	0.0628464760921343
EIF2S3B	0.0706629167321288	0.54573305830498	0.53599917875448
ANKRD20A11P	0.0776829177569432	0.2820515807737	0.0632977518889089
OR6B2	0.537849792144801	0.0684398173379492	0.348936625460391
VN1R84P	0.508785701521682	0.82019848411031	0.751823278919509
LINC02217	0.554273807914134	0.850361586783286	0.960740569115549
HP	0.796461025712997	0.618764322988357	0.310169969310538
OR2B8P	0.90437510919376	0.762474502433997	0.737596546749901
PLGLB2	0.127427234916839	0.640952817785655	0.271085357696055
AC023442.3	0.0441824829454189	0.482828805899608	0.171263013606822
TBC1D3D	0.592727333232141	0.542977067861108	0.972415941390412
LINC01471	0.500185000801151	0.885888724865791	0.957743813636094
PPP1R2C	0.000616206359009521	0.87567011088319	0.0999289738512468
ACAN	0.0890216783530049	0.00148165387000149	0.000868616772843891
FOLH1B	0.0131062180424063	0.980136029229935	0.941306681860242
AC080023.2	0.0153561568717338	0.00554170885261049	0.00147327589750025
CCN1	0.121347607430994	0.857418705673384	0.197270705253292
CLDN2	0.00618350721400937	0.0939749673373786	0.0116564200588428
SMG1P4	0.00326808658269321	0.277960708846924	0.52351316733796
AC125611.4	0.426438304774497	0.614180204930035	0.435056710961597
MIR1-1HG	0.678262901863405	0.379073220307006	0.309529230473688
AL359547.1	0.305632585247936	0.445194192610608	0.547902986880146
SLC6A2	0.122848236691639	0.955086305762816	0.338787679750696
CRHBP	0.623608293975301	0.470152427459661	0.857718693582248
AL606748.1	0.394255808013851	0.519512765627651	0.641388816055808
LINC01402	0.0886836430778008	0.4156489777343	0.464149112779744
SLC30A8	0.177638570135519	0.567670324505649	0.462563303593223
COL17A1	0.720959623532849	0.842261001226812	0.604830727136481
RPSAP39	0.169960774382016	0.698545285434417	0.170445145448236
MMP20	0.300367769095861	0.719926811291533	0.70890230242462
TMEM171	0.825605102294968	0.763272470232279	0.655276930003682
AC004980.4	0.0982261184431506	0.134967518596913	0.0623389084513243
PWP2	0.285948233327661	0.37507670591125	0.0997984965519749
SLPI	0.000299289925452457	0.00702197610952302	0.000288297285328005
C1DP1	0.629260458133047	0.575919954872473	0.408935688681778
HIGD1AP11	0.13640487635129	0.719037366746286	0.885199289367353
FBXO40	0.193836928764437	0.429843672865685	0.41906270484324
AC068756.1	0.771004860368244	0.538817107843554	0.529321093077266
HSFX2	0.226143774658382	0.333308517905814	0.0192919226733441
AC122129.1	0.00586147292918027	0.0782394218618881	0.0164602149907007
AC009244.1	0.134108613585618	0.514661782426145	0.440963616902135
IGKC	0.00117743810204143	0.0342030824305956	0.00536526535169229
SELE	0.314867079708643	0.168760232837009	0.399797472796837
AL592463.1	0.623018098942179	0.56086380584574	0.529506540210046
DSC1	0.485101690787701	0.956321033451909	0.990473892134868
KRTAP10-3	0.0160772837338944	0.60802059453975	0.171097047608774
LINC01531	0.390974759778458	0.159859016334124	0.32913246716699
MIR1261	0.0921315147794169	0.0717662508103994	0.492310598629749
AC091891.1	0.551952819223466	0.588875856797072	0.842637540840283
GALR1	0.678711388277804	0.905827104512685	0.889600186466898
SLCO4C1	0.156163189030768	0.0569988930353237	0.0503540713296705
AC025280.1	0.0433095105074562	0.452528321085321	0.0509971420063132
AF111167.1	0.147886211701558	0.074877031686291	0.188026442302079
AP003472.1	0.368786841888953	0.182607644930385	0.0690731421580941
AL672277.1	0.000850780957362713	0.743373485263026	0.418678168702296
CLEC12A	0.00869841986585953	0.111917033296291	0.020343150750391
DDTL	0.424935408006899	0.215449385608123	0.0907759607531389
PI16	0.0775225455831017	0.169967119532668	0.0221833716218536
CA9	0.962608818114092	0.267057968428671	0.18591562015886
AQP9	0.428356898864096	0.853701133513762	0.564318603893886
E2F7	0.922476643564088	0.065030266744637	0.456191524089405
KLK11	0.424557574960686	0.153743917168684	0.0949765678487259
AC011466.2	0.415068968954042	0.63456001952837	0.939480468673648
AC131025.2	0.929972082428628	0.336704335973406	0.0175196693309521
AP005018.2	0.02850548507087	0.0171529949764153	0.00512739424496551
RPL7P3	0.295429778013258	0.336747767384174	0.322151073286896
NPIPB2	0.273487166393443	0.861914627476534	0.187232297763718
Z93241.1	0.128437511843416	0.234443939712969	0.486641441392828
AP001056.1	0.16657103847936	0.172744070049809	0.0766876080259124
PRL	0.00795664358426083	0.150537532191541	0.146629277371251
LINC01257	0.725654617264769	0.889692027778271	0.67511783414833
AL355096.1	0.36755914197026	0.629332811903239	0.852665680279195
OR5AC2	0.511894518950615	0.629533912124609	0.276588412768747
C5orf46	0.0505339445507941	0.791353923650376	0.31103386529347
HABP2	0.0386048784156523	0.966888739633415	0.994505625755471
SPINT1-AS1	0.890107020297644	0.505152603943267	0.725089660404452
TBC1D3	0.247220424583369	0.569980268929674	0.675192996383971
AC091979.1	0.192666910525257	0.701970045827582	0.315161010234671
C2orf83	0.0478406522607297	0.353830673926681	0.701266983674556
HIF1A-AS2	0.443369701792678	0.200638815974338	0.136570722947972
MRGPRE	0.220775204891084	0.466367681905253	0.447060326171709
AC107373.1	0.145559966080214	0.335675361130221	0.288239945183166
SPTA1	0.0820997434517805	0.0569782420536585	0.0173609231596833
MSX2	0.00137749998187959	0.262004789921241	0.0212245589430399
AC146944.4	0.843962354817747	0.224738054345585	0.34649187685109
MSMP	0.970626701899475	0.906528705190561	0.46692118285195
AC125421.1	0.920750158308405	0.712263131338084	0.299971247210502
IDO1	0.291269895879096	0.780420422757055	0.954805416829025
AL353604.1	0.0453963754395934	0.846771071198486	0.430543356464075
C5orf38	0.116425593116715	0.356299508697164	0.35075059942781
AC024958.1	0.442005641689421	0.912300937615471	0.857436607500598
AC116903.2	0.889206025160544	0.980235149787212	0.689573854212575
AC106707.1	0.337308246303148	0.50783893730643	0.866154317946328
AC127496.3	0.321758101898981	0.561979542667954	0.0652358514659358
ANKRD26P1	0.0386352997531409	0.00176827134035726	0.0200499117789532
LINC01987	0.496590178586989	0.31168510246919	0.634651734306653
IGHA1	0.0142771940743599	0.0540481144672293	0.00944606464383482
TYR	0.0528997196600927	0.696297326993267	0.0724092366851125
EPO	0.461294446745993	0.209340000794709	0.0282579843778784
AC123768.4	0.909342937903869	0.947930159169946	0.436970719642633
AC011473.3	0.952359603021837	0.786044891878582	0.489232194151219
RPL7AP28	0.0289551788752147	0.00517585220430786	0.0127926205500677
AL450423.1	0.873091380301447	0.985846980881426	0.961783641546135
PTPRQ	0.271906872953758	0.8888029929392	0.598718624246059
COL3A1	0.0043241337299085	0.0054681132614478	0.000472845135611297
PRODH	0.278281825599458	0.975919341816908	0.150865585418352
GPRC5A	0.766003633237499	0.702276558655086	0.294871876208574
LINC02296	0.762739622092822	0.356422196945366	0.315647313094341
KRT17P2	0.99379723129518	0.963187587582621	0.60241144136382
LINC02470	0.0179218073147328	0.0484336420851391	0.2395457154596
EIF4A2P1	0.220759651508286	0.360136291770043	0.499742205227454
GADD45B	0.340649047826143	0.958998729730654	0.375139285592744
SLC47A2	0.0349777731380003	0.291816318942922	0.0141478731177796
LINC00491	0.851282518832272	0.929323374335319	0.750912668314972
RNU2-63P	0.15236294973985	0.286196390378117	0.0582203219116795
MT1H	0.414881919987589	0.547432654542814	0.318053802184004
FERD3L	0.759974768449298	0.921595914984051	0.997914355812244
AC107886.1	0.28937664476593	0.25609333700576	0.233945116916205
AC113607.1	0.0766106966011413	0.326504659090482	0.28265362497178
AC243919.1	0.0524795786553178	0.226617524050612	0.0522357260783515
CD22	0.164938463079578	0.0316351881904079	0.014300009479328
AGTR2	0.132384661370538	0.205606413347165	0.246176023319741
AP003385.2	0.00333856833598783	0.964898085409274	0.344562281730113
CSF3	0.0554080345594501	0.516474508434163	0.409006143502966
FAM138E	0.00353409751738757	0.0257774891830736	0.027667288903521
SERPINE1	0.105687840196029	0.0303209032478985	0.0177490917881684
ANGPTL4	0.305342265052042	0.844502756172892	0.42935073741387
FOLR1	0.0225101942860068	0.187662196903544	0.0482050323586786
IZUMO1	0.420571673063358	0.912991056092207	0.821770448859288
FP475955.4	0.299159343763404	0.580144614402943	0.414632877681593
OR5AC1	0.658041898075669	0.58477251499639	0.397270976281648
AL137845.2	0.0314574179724707	0.430511435958015	0.937635918029016
AC004264.1	0.111564742576573	0.79101450528712	0.383729601299662
MYF6	0.0928495379067028	0.175231263274247	0.176350392935396
MYBPH	0.568992485892157	0.475456487926667	0.415472242084084
LINC00887	0.0974949153256882	0.27030432837219	0.0296855424071237
ADGB	0.140715902750869	0.220845101973342	0.280907726177888
AC007952.4	0.00257572130568888	0.152875458884322	0.243505998128277
CCL3	0.123474958214313	0.813834945102505	0.464262987643124
EBF2	0.695854733171484	0.656708911882294	0.66252723304623
PKHD1	0.701612295210713	0.702269535068953	0.802101038752177
IL1B	0.012850101628311	0.283676326804678	0.0600875201150902
AL160408.6	0.44159241945399	0.804114441354736	0.87208530028742
AL445209.1	0.391871439930148	0.738844694062875	0.924013718836997
ALG1L14P	0.0663615002297735	0.122738864226512	0.310222929893297
HAS2	0.126247378071261	0.363969532839338	0.0081442851702245
ASCL4	0.654380810415286	0.855347391808706	0.64808686710641
AC146949.1	0.0488251042506634	0.000468954218048592	0.0174839401174421
AC061975.5	0.0566746498657505	0.0758988219026465	0.180960229508262
COL18A1-AS1	0.205208252464012	0.977779211054263	0.880298977349218
SNX18P5	0.579813320167924	0.519359183971101	0.349328118986624
KRTAP10-2	0.00127964975418109	0.0717882282135993	0.016832588376369
ANKRD20A9P	0.948644718928041	0.162368285214112	0.227053645511218
CHI3L2	0.225904700082147	0.553109168614276	0.0669020169764546
NUTM2E	0.0920301359875286	0.0729224427440022	0.10411924978652
LINC01348	0.392948227130872	0.247048139256525	0.720635568820906
AL359237.1	0.852521320775636	0.862607696884686	0.652383213627124
AL133166.1	0.153479286850075	0.662973160998397	0.842733659383188
CABP7	0.0374642984213187	0.434365724857225	0.110480324128936
LINC01398	0.0770819861222129	0.469115510179509	0.0939303731770029
PERM1	0.0849062114554496	0.254739901089878	0.277394560522429
AC116312.1	0.227071485469664	0.330729194407481	0.166515213137244
FOLR2	0.0242594189671256	0.385690466900306	0.021904360754594
MUC20P1	0.000236495456306612	0.284710249658865	0.148774308385666
LRRC15	0.777300171508396	0.575400937613243	0.985991252144436
TSIX	0.00895364470954042	0.232235782714286	0.583453758829607
AP000894.2	0.104047365458203	0.262842066247634	0.213146883218937
LRRC52	0.446409756584645	0.854160834515717	0.919252519366172
AL121902.1	0.140069886305419	0.961196785500461	0.378778350982353
CDH19	0.164002639682615	0.260098435139131	0.518415848389015
AC025437.2	0.172886342554439	0.332707352318676	0.261990830805984
AL360268.1	0.315397002244399	0.282862259637921	0.820845064377902
AL355922.4	0.666418566146888	0.999050772152494	0.973448413904988
AC018630.1	0.0879715646174731	0.638982391642025	0.533719810381252
AL021920.2	0.171222401985296	0.613876213618275	0.209720221155817
CYB5R2	0.000305226291313862	0.0514544507538358	1.40984952249744e-05
DCUN1D2-AS	0.599639850863425	0.332059021051783	0.158948641374224
AC090616.5	0.0160234144322623	0.000603498924311666	0.0162318537716465
AC025183.2	0.694973541486172	0.858044722210898	0.906376689473542
AC068446.2	0.199056743426592	0.306301569410042	0.172711365890607
OR2H5P	0.636152597425303	0.928476451502664	0.634728115332225
LEP	0.0938781594223436	0.111511702364316	0.26398627049429
DPYD-AS1	0.0155050369461757	0.460923360415501	0.226273018745732
AC008870.4	0.604153314866023	0.743836559584628	0.862147387860995
LINC01219	0.0508949139860313	0.405180873590041	0.0161303671271774
AC104623.2	0.352787961688008	0.798303559153217	0.849638577574211
AC123595.1	0.351942462882177	0.884605841300343	0.951291306360435
RHOT1P2	0.360899325150266	0.830983298694544	0.341155108588679
TWIST1	0.637922327486613	0.801771558239028	0.6259979600642
AC104758.3	0.0642375029793718	0.449652401206755	0.967351952678713
AC126177.3	0.342530420101883	0.391630432870079	0.331818635511898
LINC00620	0.133194775610468	0.0056950512421232	0.031553505447119
LINC01068	0.587018614497542	0.887266961332412	0.345374106512298
RPS3AP33	0.0102963833109286	0.732364370857145	0.52083232027282
IGHG4	0.206150175467291	0.195091659530857	0.132099018051562
