Gene	DME	DR	severity_score
AC146944.3	0.0455849011673269	0.151591353403026	0.0731006011870968
AC012501.1	0.345265646000112	0.30210980784378	0.347204912879849
LINC00278	-0.357382090651927	0.109564182495886	-0.0494469613421196
LINC01399	-0.0056259424461955	0.0204930725514345	0.00992772742084609
RPL10P6	-0.199381255415865	-0.151206711649887	-0.109425424917156
RPS26P8	0.0225127822291198	0.0370050896010388	-0.0788979388507609
RPL13P12	-0.0595108595492631	0.178314430004077	0.248521428868153
AL451046.2	-0.292866501434384	-0.0416799598279689	-0.0443311722382326
AC044810.2	-0.3751810300798	-0.21158714579836	-0.454685688440694
F13A1	-0.0635074904222857	0.0495427335360973	0.073036444458666
KLHDC7A	0.366840353568881	0.23281730542596	0.260717657510654
KRT16P6	-0.160900675482752	-0.102511260856759	-0.165403351076031
OR5P3	-0.384870901625349	-0.209575589848921	-0.460855297245732
AC012414.3	-0.204798586349267	0.0361468123926371	-0.0625976105809491
APLNR	0.0520013988987788	-0.00593959123815304	0.0768830075030996
IL1RL1	-0.593443656296145	-0.473969304584762	-0.526843661146756
DIO3OS	0.107585595889776	0.10668515264414	0.128095810044058
RPL10P9	-0.104492977114337	-0.204593064831883	-0.104244931163651
AC009041.1	0.302650421110403	0.0827002728227894	0.183561568647195
LINC02506	0.179978603181923	0.176056805267936	0.120142790550957
AC239800.1	0.0419595775501965	-0.0633918842339021	0.0586384186608224
KIF25	0.0631963357361475	0.124434827988119	0.108494986413382
NOTO	0.00710943544399056	-0.0138909170187598	-0.0156175305045084
CLDN1	0.23538163681526	0.055331748689485	0.180210440480863
AL132822.1	-0.125996248331607	-0.139195574137912	-0.146025216789064
SHOX2	-0.0584660244065973	-0.0397118486225901	-0.0102856902287613
ADGRF5P1	-0.022323587696025	0.0221977961711242	-0.00624486260485625
FO538757.1	-0.170887288501382	-0.226113738363975	-0.270900277252459
NPIPB15	-0.021482484062398	-0.00632940831677269	-0.0527801027343223
HSPA6	0.0439235536555242	0.00872925980157904	-0.0118788590004078
AC012501.2	0.275898731164194	0.184253614036416	0.265878088447766
NSFP1	0.206905370834697	-0.00138933021803758	0.119777221262241
CR381653.2	0.114846171379121	0.217389344975786	0.171399669644426
LINC01551	-0.0609817290738637	-0.0261978315039013	-0.0142078684685012
AC104237.3	-0.397286926776922	-0.218495827332145	-0.464375980124156
OR5P2	-0.396790889981918	-0.210163129645516	-0.468406042776983
SERF1A	0.240428150560674	0.36248561068093	0.204533275126699
AC009975.1	-0.0864358043922688	-0.140051750640232	-0.136638495183804
STEAP4	0.248254091110596	0.0744112075358393	0.170972785383712
OVOL2	-0.0867940732569799	-0.0442896506599432	-0.00914506006006966
RPL23AP38	0.0919918967634435	0.091815710699825	0.106362765504905
SST	0.028191706207451	0.0164838018666729	-0.0287330516972692
PLVAP	0.471450415588087	0.546742771081518	0.582775617773113
ICOSLG	0.410814420659027	0.150363020497897	0.225380439831526
LPAR3	0.283662267399224	0.150070698004445	0.326777537116024
RNASE3	0.124690597877681	0.012895213342877	-0.0310583739787122
LINC00348	-0.0703629415357558	-0.0580977162449411	-0.0752941521369367
HTATSF1P2	-0.224406596364529	-0.223557395812198	-0.228774906441139
SCNN1A	0.12271018806809	0.113852518640251	0.201073796237043
AGXT	0.308267024128962	0.359944037195596	0.378230258186716
ITK	0.0802592079756306	0.0579161971729907	0.0744058106293438
AL357153.1	0.160048077709901	0.30352001650819	0.22502755587418
TECTB	0.0730667709167749	0.0134812937580143	-0.0230186389457525
LINC02282	-0.0860420877147954	-0.0590820010193326	-0.0579590700173778
RCN1P2	-0.141183637323337	-0.0977840493624682	-0.102798611836132
BTG2	0.1709710312228	0.0108982523165022	0.120694658828711
FOSL1	0.00561365765162724	-0.0448219021544693	0.00725627618598979
LINC02159	0.481939658778826	0.192519095162934	0.282789484280278
AC104695.4	0.121392277432349	-0.0575180844939133	0.0470066540828432
HGC6.3	0.140316003046542	0.169320172334686	0.256432882086105
MIR7853	-0.138988819928815	0.106117460562146	0.0708825805706912
THAP12P9	0.16788888536055	0.117020381740413	0.15900322811565
CYP26B1	0.152742815234938	0.120167122432896	0.152843251540021
FZD10	0.109198525871465	-0.0107612718579092	-0.0286547842851626
AC104237.2	-0.40514097044513	-0.21830089058434	-0.472736292292058
CD24P4	-0.314373871723818	0.0368835379261149	-0.0921935153856703
AC105046.1	0.121206869209848	-0.00607385351983251	0.0332303690134596
AL121757.1	-0.166132537549648	-0.0607049290413256	-0.017233009709392
MC5R	0.070267333006937	0.0519294067239003	0.0450320916958197
BX640514.1	-0.100618235762259	-0.115315854701873	-0.0709122528861279
CYP19A1	0.0717134044217452	-0.000169193074711164	0.0309715201718294
LINC02138	0.0751421386325826	0.0935501370008786	0.0728422149242495
MAFF	0.0720208747700549	-0.0203902049758643	0.106994378557567
AC093525.7	0.126685125237143	0.123158441821213	0.0938481898559023
GOLGA6L4	-0.197099911668811	-0.00275257058063286	-0.155554702190007
C12orf77	-0.0160625381996348	-0.183589728525741	-0.100589798604486
PLA2G3	-0.0791960346021862	-0.0118445526948079	0.0555844691908279
AC140125.2	-0.314646353045741	-0.143127647900732	-0.107515312708946
CXCL10	0.14612231432359	0.00457483217720068	0.0867045612387314
LINC01115	-0.182759914070677	-0.174589390011619	-0.118915729055131
U2AF1	0.0967989951185163	-0.0867780507967017	-0.129223132529232
MXRA5	0.305952975143428	0.161833581815123	0.31246979014934
PPP1R2P5	0.0437128098610062	-0.0837462647288423	-0.106857137107719
H19	0.300071480259172	0.233253844832921	0.333494937115247
BPIFC	-0.0857793650253544	-0.0450279159329967	0.00673902766892076
GVINP2	0.299927759762211	0.420072725758509	0.307105639925998
LUCAT1	0.0276643213360657	-0.00298766980912659	0.0264833460758137
BTG4	0.0818388698860227	0.232076824956582	0.257552215350261
LINC02605	0.221822945204136	0.183569405901419	0.243138169723185
MYOC	0.250751771855823	0.0762412203614942	0.179571089791122
AC111152.1	0.0672231228186803	0.0958531657596693	0.127652709593348
AP005242.3	0.0139800970655598	0.0370846165894226	0.0900643332091378
BCORP1	-0.336295291132691	0.111464771407872	-0.0596401412936113
OR7D2	-0.317807395907799	-0.0269157706304303	-0.0692509582234038
ATF3	0.140366530646642	-0.0336376323542452	0.0580265933425101
KPNA2P1	-0.0740417815691415	-0.025903369716139	-0.142300315036965
PQLC2L	-0.106461118178903	-0.107327558945966	-0.0916900423868983
SERTM2	0.248953514275494	0.161416335534998	0.25275797613731
SNX18P13	0.213824849869826	0.0867771485889062	0.179647663328481
AGAP7P	-0.102385743926026	-0.0447954937437111	0.0797616632316783
LINC02608	-0.298685371987387	-0.153369427256846	-0.236781177989828
ANKRD20A17P	-0.0187233515908534	0.196712503267544	0.0676076593195283
SNX18P12	0.106006691246295	0.130938343194133	0.0722052739633269
PMAIP1	-0.0750949842494603	-0.174989823842716	-0.150160106159076
DGCR6	-0.00173799631602982	0.0708290442387414	0.172699145673758
ESPNP	0.203718487066908	0.0683273536650307	0.175781610703296
IGHG1	0.270242484993097	0.180771514986047	0.273540404158042
CYP4F29P	0.172057640980433	0.140897541932007	0.217916962421072
AC103810.5	-0.0615195231409747	0.0423279128441834	-0.00913577326514647
NPVF	0.201017204658087	0.0758763621628654	0.159237990917638
AC105924.1	-0.0786865084890542	-0.0515002048880177	-0.0802654439199491
HLA-DRB6	0.0480344823432243	0.028168426187933	0.155029204838329
AL590644.1	-0.0834180062213918	0.287606221574477	0.210302238945441
EIF2S3B	0.204479682756454	0.0689926407680865	0.0706680562869298
ANKRD20A11P	0.199676780561952	0.122524434757965	0.209950594471976
OR6B2	-0.0703483826096336	-0.206080521807041	-0.106782110999832
VN1R84P	-0.0754342334121606	-0.0259819055860709	0.0361438219733395
LINC02217	-0.0675345268222038	-0.0215668741721934	-0.00562782386451973
HP	0.0294830074839419	0.0568454091092502	0.115640891172306
OR2B8P	0.0137346849784468	0.0345443208891546	-0.0382912049835424
PLGLB2	0.172961599580356	0.0532823692191334	0.125332100097816
AC023442.3	-0.227060350332473	-0.0801039601476747	-0.155469953475469
TBC1D3D	-0.061097171326915	-0.0694655128565679	-0.00395337115902394
LINC01471	-0.0769674442951405	-0.0164063709448884	-0.00605778789996328
PPP1R2C	0.376963921090917	-0.0178868708945839	0.186444099938151
ACAN	0.192604373986133	0.3516901054584	0.367315448205654
FOLH1B	-0.278024516385086	-0.00284665371548532	-0.00841778422201423
AC080023.2	0.271881819191093	0.309307563675256	0.35186021677438
CCN1	0.17573374760639	0.0205386843550022	0.146616662298643
CLDN2	0.305504487104801	0.189737288081554	0.282486915180535
SMG1P4	-0.326988710175892	-0.123563141216738	-0.0728393528126488
AC125611.4	-0.0907398939100149	-0.0575882316650312	-0.0890656450528908
MIR1-1HG	-0.0474018496673217	-0.10031227987404	-0.115793105624025
AL359547.1	0.116723223709027	0.0871201266786858	0.0686211417279748
SLC6A2	0.175039793107922	0.00643914796600225	0.109038449391811
CRHBP	-0.0560630348507848	-0.0824328146837727	-0.0204950141485869
AL606748.1	-0.097170755614185	-0.0735404909587366	-0.0532128746432677
LINC01402	0.192804583291449	0.0928634034797599	0.0835475521498078
SLC30A8	-0.153213694080021	-0.0652689009325407	0.0838433258477907
COL17A1	-0.040819377647605	-0.0227492101161613	-0.0591107319621702
RPSAP39	-0.155938351813596	-0.0442570201150194	-0.155763823027252
MMP20	-0.117992253407909	0.0409769608109842	-0.042663885072612
TMEM171	-0.0251879152207615	0.0344247601514918	0.051009141576503
AC004980.4	-0.187369897680621	-0.169660178731181	-0.210700201236386
PWP2	0.121544316825633	0.101151747224998	0.186514598592502
SLPI	0.396343905418055	0.301029630537097	0.397316512167538
C1DP1	-0.0551533747853928	0.0638862264264297	0.0942008059246865
HIGD1AP11	-0.169046824120107	0.0411127306737549	0.0165061706457486
FBXO40	-0.147735173012936	-0.0900760720610253	-0.0921881311484384
AC068756.1	0.0332680949293427	-0.0701815047087751	0.0718261899729147
HSFX2	0.137720431846597	0.110274276390739	0.262796253576903
AC122129.1	-0.3073667360717	-0.199311108297301	-0.269147770059254
AC009244.1	-0.170029059197072	-0.0743943840438502	-0.0879289706575213
IGKC	0.358510900326121	0.238606663631758	0.310421317654741
SELE	-0.114531200433025	0.1563725129519	0.0960420687908359
AL592463.1	-0.056158221502511	-0.0664168138007024	-0.0717939314869624
DSC1	-0.0796898674041212	0.00626195248812906	-0.00136505513703682
KRTAP10-3	0.27007763912805	0.0585901369019791	0.155529503528488
LINC01531	-0.0978434532983756	-0.159664701042817	-0.111224840718847
MIR1261	0.190790095311813	0.203700175618972	0.0783832462312668
AC091891.1	-0.0679296969819078	-0.0617330823509659	-0.02269419962507
GALR1	-0.0473319371939295	-0.0135251697099793	-0.0158693244730828
SLCO4C1	-0.161071581657039	-0.215055112235849	-0.220965653480605
AC025280.1	0.227978415282272	0.0857280176162912	0.220366600599668
AF111167.1	0.164314723922582	0.201553039419731	0.149660820398651
AP003472.1	0.102483989107929	0.151495845548819	0.205620255066183
AL672277.1	0.367907018844038	0.0374176761994822	0.0922640374130367
CLEC12A	0.293339003490457	0.180252733236107	0.260641108545624
DDTL	0.0910338226593722	0.140916293582161	0.191574893882999
PI16	0.199782547324474	0.15593606316539	0.257087715828905
CA9	0.00535981386853638	0.126382330174227	0.150371013718177
AQP9	0.0903655244039497	0.0210801093045104	0.0658333487345144
E2F7	0.0111257355525542	-0.208619157414417	-0.0850373813753821
KLK11	0.0911078108658145	0.162005979971145	0.189172060640598
AC011466.2	0.0929784539271392	0.0543035712609369	0.00868018581182468
AC131025.2	-0.0100471650406988	0.109506852295361	0.266668834035966
AP005018.2	-0.246535831240116	-0.267511827638956	-0.311975294438607
RPL7P3	-0.119195782438103	-0.109497068903277	-0.112831245016038
NPIPB2	0.124710759150287	-0.0198845028786162	-0.149927332429729
Z93241.1	0.172510781403103	0.135312243707098	0.079409928269939
AP001056.1	0.1571700943227	0.15494040343938	0.200336036160843
PRL	0.296565217778785	0.163261427711678	0.164819015982009
LINC01257	-0.0401039845942591	-0.0158560394857135	-0.0478926110926298
AL355096.1	0.102745635567607	0.0551417525087328	0.0212309941673843
OR5AC2	0.0748833265866518	0.055109452470815	0.123913860968377
C5orf46	0.220797462457653	-0.0302397159725331	0.115435985169614
HABP2	-0.233208211070149	-0.00474594343993559	0.000787310758399581
SPINT1-AS1	0.0157960127923893	0.0760802436701062	0.0401899869964528
TBC1D3	-0.131718315568462	-0.0648808043678581	-0.0478808725728543
AC091979.1	-0.148119546616133	0.0437292976072153	-0.11446211560064
C2orf83	0.223369102712811	0.105708673433051	0.0438375577105626
HIF1A-AS2	-0.0874684206719728	0.14553303369814	0.16897636871887
MRGPRE	-0.139311147064257	-0.083134684371236	-0.0867647074201863
AC107373.1	-0.16525059044162	-0.109738873132953	-0.120972015160799
SPTA1	-0.196830059880019	-0.215072587011901	-0.267031915572606
MSX2	0.35386963606922	0.127715277486864	0.258906331135831
AC146944.4	0.0225006920203819	0.138134368164337	0.10732184111685
MSMP	-0.00420991670105955	-0.0134239484310284	-0.0830318466295314
AC125421.1	0.0113743056488298	0.0421486745353989	0.118088416720343
IDO1	0.120219953240572	-0.0318641351130874	-0.00647946037257974
AL353604.1	-0.225808383728802	-0.0220906480360281	-0.0899400516040734
C5orf38	-0.178057147343902	-0.105170662449375	-0.106383158069719
AC024958.1	-0.0877293435042672	0.0125915616369246	0.0205360782459404
AC116903.2	0.0159263429023445	-0.00283244615105324	0.0456438668675362
AC106707.1	0.109370886304699	0.0756023504789098	0.0192681892290925
AC127496.3	0.112922324799305	0.0662281965521398	0.208463077047729
ANKRD26P1	-0.233172730500916	-0.346337481972477	-0.261232514240545
LINC01987	-0.0776123295356036	0.115281762557378	-0.0542888905399426
IGHA1	0.274722839381036	0.217606156205628	0.290322585578146
TYR	0.218629838599128	0.0446039122915011	0.203250334654217
EPO	0.0840803834119292	0.142792499482836	0.246909616725236
AC123768.4	-0.0130180365408412	0.00746643675102568	-0.0886963814635264
AC011473.3	-0.00683051075317165	0.0310277248244897	0.0789399650029986
RPL7AP28	-0.245863642369924	-0.311653620979635	-0.27895206238957
AL450423.1	0.0182609398837119	-0.00202813101310373	0.005478186075606
PTPRQ	0.125119162310112	0.0159846485937405	0.0601116342000225
COL3A1	0.317743135581564	0.309768246914199	0.384209107726118
PRODH	0.12348123991458	-0.00345110035891756	0.16313206810844
GPRC5A	0.0340158244698141	0.0436821116896402	0.119332586008476
LINC02296	-0.0345045934975324	-0.105143986322518	-0.114347907040702
KRT17P2	-0.000888821311049651	0.00527679231568353	0.0595063709921162
LINC02470	-0.265761566404101	-0.222792854962796	-0.1338613076744
EIF4A2P1	-0.139315794790241	-0.104339097649046	-0.0770467479314214
GADD45B	0.108621484447937	0.00587772703168907	0.101138560776878
SLC47A2	0.237615996723698	0.120084875937117	0.275075705166621
LINC00491	0.0214326032490645	0.0101404761393368	-0.0362808873542184
RNU2-63P	0.162544273726303	0.121482199132569	0.214030607764889
MT1H	0.0930155767881325	0.0687016035094077	0.113784401457571
FERD3L	0.0349191006501133	-0.0112525316191326	-0.000298858276575444
AC107886.1	-0.120689266812828	-0.12929691947608	-0.135455279054729
AC113607.1	-0.200387263370316	-0.111826921461505	-0.122372418940604
AC243919.1	0.219008903524497	0.137581334669069	0.219230057376242
CD22	0.157769927608633	0.242030922014286	0.274660872227449
AGTR2	-0.170774899043455	-0.143958296452459	-0.132007224571326
AP003385.2	-0.326294011043328	-0.00503144583364236	-0.107749520922005
CSF3	-0.216416682997185	-0.0740748230389109	-0.0941867040301169
FAM138E	0.324433143759102	0.25081720567171	0.247813013422669
SERPINE1	0.18340173254144	0.243874822060182	0.266149066819317
ANGPTL4	-0.116792829841969	0.0224217770281961	0.0901719758040444
FOLR1	0.256483128883061	0.149782958507443	0.223014318365617
IZUMO1	-0.0918906526775075	0.0124920874942622	-0.0257509291744347
FP475955.4	0.118285576741901	-0.0631817126507127	0.0930650182766318
OR5AC1	0.0505726432886442	0.0624126531695812	0.0965554925073777
AL137845.2	0.242276514874052	-0.0899462543003105	-0.00894526775950051
AC004264.1	0.180427151867383	0.0302900526068748	0.0993409122519008
MYF6	-0.190378074042187	-0.154058547868867	-0.15366473687248
MYBPH	0.0650466726694292	0.0814543183737983	0.0928984508795232
LINC00887	0.187771292845676	0.125534946193789	0.244790456740021
ADGB	0.167236044672465	0.13929026297073	0.122813852901157
AC007952.4	0.334634325795822	0.162344077418337	0.132749675020703
CCL3	0.174751891758889	0.0269180053348359	0.0835263342828481
EBF2	-0.0446722583077237	-0.0507829875019679	-0.0498660897882535
PKHD1	0.0437843805480689	0.0436831928491914	0.0286488072987493
IL1B	0.278780582010866	0.122114679682171	0.212497772250403
AL160408.6	-0.0878084754040203	0.0283513743202735	-0.0184069329848203
AL445209.1	-0.0976592790414129	0.0381022888618096	-0.0109044791061454
ALG1L14P	0.207615461530072	0.175090151474649	0.115628318924229
HAS2	0.173491553858237	0.103513728217184	0.295724948181793
ASCL4	-0.0511507662846544	-0.0208402927522421	-0.0521476669264086
AC146949.1	0.222415620514375	0.384432518906518	0.266750305949078
AC061975.5	-0.215330083570116	-0.200863372757796	-0.152061556080985
COL18A1-AS1	0.144083507079575	0.00318448426314679	0.0172158785984079
SNX18P5	-0.0632368744342023	0.0735674629921571	0.106695899605395
KRTAP10-2	0.356057502496686	0.203684746640796	0.268261234705884
ANKRD20A9P	0.00736383408346319	-0.158723194924422	-0.137453465048423
CHI3L2	0.137790703742349	0.067732718003859	0.207212572279047
NUTM2E	0.190848472720551	0.2028935844363	0.18421734162563
LINC01348	0.097438442489677	-0.131765916436848	-0.0408688126596944
AL359237.1	-0.0212520329165415	-0.019783714749452	-0.0514667491335201
AL133166.1	0.162108851419767	0.0497959474972944	0.0226801580289192
CABP7	0.234555598842169	0.0891991804771711	0.180966734365298
LINC01398	0.200074001987793	0.0826248019857098	0.189762563529049
PERM1	-0.195083956407233	-0.129662524662346	-0.123707692148513
AC116312.1	-0.137448238078369	-0.110860491115455	-0.157190533665769
FOLR2	0.25336886375364	0.0989339751800439	0.257609894814724
MUC20P1	-0.402415413734128	-0.12185473882205	-0.163960345057976
LRRC15	-0.0323288651153437	-0.0639729433184315	-0.00200745481301608
TSIX	0.292284613592731	-0.135947037075963	0.0626315181167242
AP000894.2	-0.1842549474301	-0.127493223188164	-0.141618919598209
LRRC52	-0.0868885191251143	-0.0210131338440669	-0.0115899703437191
AL121902.1	0.167504701746096	0.00556237451830121	0.100374033915159
CDH19	0.15811574135951	-0.128222662111813	-0.0737332203670987
AC025437.2	-0.154889709588729	0.110410648567551	-0.127718983657685
