ID	Term	Ontology	Count	Size	numInt	numTotal	p_value	fdr	Enrichment_Score	Fold_Enrichment	GeneRatio	Genes
GO:0004869	cysteine-type_endopeptidase_inhibitor_activity	Molecular Function	4	59	105	14821	0.000802555222162603	0.017254937276496	3.09552507499115	9.56965294592413	0.0380952380952381	CARD16//CSTA//LTF//TNFSF14
GO:0042379	chemokine_receptor_binding	Molecular Function	4	65	105	14821	0.00115573499277984	0.0231917488551155	2.93714173716759	8.68630036630037	0.0380952380952381	CCL5//CCR2//CCRL2//CXCL10
GO:0050699	WW_domain_binding	Molecular Function	3	31	105	14821	0.00134448441022309	0.025293112967322	2.87144422921111	13.6599078341014	0.0285714285714286	SCNN1A//SCNN1B//TP63
GO:0019956	chemokine_binding	Molecular Function	3	32	105	14821	0.00147597391712465	0.0261334205326187	2.83092131713962	13.2330357142857	0.0285714285714286	CCR2//CCR5//CCRL2
GO:0048019	receptor_antagonist_activity	Molecular Function	3	34	105	14821	0.00176251378625851	0.029473147203545	2.75386747730248	12.4546218487395	0.0285714285714286	CCL5//FST//WFIKKN2
GO:0004955	prostaglandin_receptor_activity	Molecular Function	2	10	105	14821	0.00215577332585065	0.030899417670526	2.6663969060584	28.2304761904762	0.019047619047619	PTGDR//PTGIR
GO:0015280	ligand-gated_sodium_channel_activity	Molecular Function	2	10	105	14821	0.00215577332585065	0.030899417670526	2.6663969060584	28.2304761904762	0.019047619047619	SCNN1A//SCNN1B
GO:0032395	MHC_class_II_receptor_activity	Molecular Function	2	10	105	14821	0.00215577332585065	0.030899417670526	2.6663969060584	28.2304761904762	0.019047619047619	HLA-DQA1//HLA-DQB1
GO:0033691	sialic_acid_binding	Molecular Function	2	12	105	14821	0.00313269952044221	0.0424741747300715	2.5040812594024	23.5253968253968	0.019047619047619	SELP//SIGLEC11
GO:0048020	CCR_chemokine_receptor_binding	Molecular Function	3	42	105	14821	0.00324553494615165	0.0424741747300715	2.48871371026137	10.0823129251701	0.0285714285714286	CCL5//CCR2//CCRL2
GO:0030547	receptor_inhibitor_activity	Molecular Function	3	44	105	14821	0.00370613656688004	0.0464811294429538	2.43107858146892	9.62402597402597	0.0285714285714286	CCL5//FST//WFIKKN2
GO:0048018	receptor_ligand_activity	Molecular Function	9	482	105	14821	0.00719193864589662	0.0585073927679698	2.14315402620561	2.63562537048014	0.0857142857142857	BMP5//CCL5//CXCL10//HAMP//IL10//LEFTY2//TNFRSF11B//TNFSF14//TNFSF15
GO:0005537	mannose_binding	Molecular Function	2	19	105	14821	0.00785868715597071	0.0607482284467898	2.10464999957629	14.8581453634085	0.019047619047619	CD209//CLEC17A
GO:0030546	signaling_receptor_activator_activity	Molecular Function	9	489	105	14821	0.00787103292167708	0.0607482284467898	2.10396827110361	2.59789658194566	0.0857142857142857	BMP5//CCL5//CXCL10//HAMP//IL10//LEFTY2//TNFRSF11B//TNFSF14//TNFSF15
GO:0004435	phosphatidylinositol_phospholipase_C_activity	Molecular Function	2	26	105	14821	0.0144633880487492	0.0763768386433947	1.83972996163874	10.8578754578755	0.019047619047619	CCL5//CCR5
GO:0001664	G_protein-coupled_receptor_binding	Molecular Function	6	282	105	14821	0.0150949013883556	0.0783373330671557	1.82116971978119	3.003242147923	0.0571428571428571	C3//CCL5//CCR2//CCRL2//CXCL10//MYOC
GO:0004629	phospholipase_C_activity	Molecular Function	2	28	105	14821	0.0166685481018766	0.0850378470960145	1.77810222733482	10.0823129251701	0.019047619047619	CCL5//CCR5
GO:0004857	enzyme_inhibitor_activity	Molecular Function	7	384	105	14821	0.0193354059431712	0.0867379850112118	1.71364670556513	2.57309027777778	0.0666666666666667	C3//CARD16//CSTA//LTF//SLPI//TNFSF14//WFIKKN2
GO:0005164	tumor_necrosis_factor_receptor_binding	Molecular Function	2	31	105	14821	0.0202253563235626	0.0867379850112118	1.69410381839338	9.10660522273425	0.019047619047619	TNFSF14//TNFSF15
GO:0004930	G_protein-coupled_receptor_activity	Molecular Function	12	878	105	14821	0.0213242886738527	0.0867379850112118	1.67112544692119	1.92918971688903	0.114285714285714	ADGRE1//ADGRG5//CCR2//CCR5//CCRL2//GPR141//LPAR3//OPN5//OR5P2//OR5P3//PTGDR//PTGIR
GO:0042169	SH2_domain_binding	Molecular Function	2	36	105	14821	0.026783549173873	0.106840720163461	1.57213187375804	7.84179894179894	0.019047619047619	LAX1//SIGLEC10
GO:0016709	oxidoreductase_activity,_acting_on_paired_donors,_with_incorporation_or_reduction_of_molecular_oxygen,_NAD(P)H_as_one_donor,_and_incorporation_of_one_atom_of_oxygen	Molecular Function	2	39	105	14821	0.0310749046081931	0.115475880087236	1.50759019585442	7.23858363858364	0.019047619047619	CH25H//FMO3
GO:0042056	chemoattractant_activity	Molecular Function	2	39	105	14821	0.0310749046081931	0.115475880087236	1.50759019585442	7.23858363858364	0.019047619047619	CCL5//CXCL10
GO:0034987	immunoglobulin_receptor_binding	Molecular Function	3	98	105	14821	0.0323722548583181	0.115534364172236	1.48982704917886	4.32099125364431	0.0285714285714286	IGHA1//IGHG1//IGKC
GO:0008201	heparin_binding	Molecular Function	4	171	105	14821	0.0333022797882882	0.115534364172236	1.47752603479449	3.30181008075745	0.0380952380952381	COL13A1//CXCL10//LTF//SELP
GO:0004497	monooxygenase_activity	Molecular Function	3	105	105	14821	0.0385227021047233	0.125514945595605	1.41428325768424	4.03292517006803	0.0285714285714286	CH25H//FMO3//TYR
GO:0005272	sodium_channel_activity	Molecular Function	2	44	105	14821	0.0387803652504694	0.125514945595605	1.41138810486236	6.41601731601732	0.019047619047619	SCNN1A//SCNN1B
GO:0032813	tumor_necrosis_factor_receptor_superfamily_binding	Molecular Function	2	45	105	14821	0.0404003536727755	0.129367089952185	1.39361483297201	6.27343915343915	0.019047619047619	TNFSF14//TNFSF15
GO:0005160	transforming_growth_factor_beta_receptor_binding	Molecular Function	2	49	105	14821	0.0471287002281686	0.143290290592715	1.32671453756941	5.76132167152575	0.019047619047619	BMP5//LEFTY2
GO:0008009	chemokine_activity	Molecular Function	2	49	105	14821	0.0471287002281686	0.143290290592715	1.32671453756941	5.76132167152575	0.019047619047619	CCL5//CXCL10
GO:0016798	hydrolase_activity,_acting_on_glycosyl_bonds	Molecular Function	3	122	105	14821	0.0557330435124945	0.161304289396739	1.25388724001233	3.47096018735363	0.0285714285714286	CD38//CHI3L2//LYZ
GO:0031406	carboxylic_acid_binding	Molecular Function	4	210	105	14821	0.0621081510174305	0.171509664736207	1.20685139966895	2.68861678004535	0.0380952380952381	FOLR2//LYVE1//SELP//SIGLEC11
GO:0008028	monocarboxylic_acid_transmembrane_transporter_activity	Molecular Function	2	58	105	14821	0.0636071453365384	0.17248424095764	1.19649409495025	4.86732348111658	0.019047619047619	ABCC3//SLC16A12
GO:0042625	ATPase-coupled_ion_transmembrane_transporter_activity	Molecular Function	2	58	105	14821	0.0636071453365384	0.17248424095764	1.19649409495025	4.86732348111658	0.019047619047619	ABCC3//ATP6V1C2
GO:0005507	copper_ion_binding	Molecular Function	2	60	105	14821	0.067499066539705	0.179681738385032	1.17070223308688	4.70507936507937	0.019047619047619	F5//TYR
GO:0008235	metalloexopeptidase_activity	Molecular Function	2	62	105	14821	0.0714680734063269	0.185447328407797	1.1458879251925	4.55330261136713	0.019047619047619	CPXM1//DPEP2
GO:0008528	G_protein-coupled_peptide_receptor_activity	Molecular Function	3	147	105	14821	0.0865005981850338	0.208293440429561	1.06298088921078	2.88066083576288	0.0285714285714286	CCR2//CCR5//CCRL2
GO:0008509	anion_transmembrane_transporter_activity	Molecular Function	5	341	105	14821	0.0947969363707202	0.221192851531681	1.02320569788124	2.06968300516688	0.0476190476190476	ABCC3//BEST2//LRRC8E//SLC16A12//SLC34A2
GO:0015081	sodium_ion_transmembrane_transporter_activity	Molecular Function	3	155	105	14821	0.0975919722364119	0.222348858661635	1.01058590525152	2.73198156682028	0.0285714285714286	SCNN1A//SCNN1B//SLC34A2
