ID	Term	Ontology	Count	Size	numInt	numTotal	p_value	fdr	Enrichment_Score	Fold_Enrichment	GeneRatio	Genes
GO:0012506	vesicle_membrane	Cellular Component	13	802	132	17615	0.00721197193025666	0.0594136490815455	2.14194597226555	2.16310549384115	0.0984848484848485	CD38//CLEC12A//HLA-C//HLA-DQA1//HLA-DQB1//HLA-DRB1//IL7R//PIGR//SCNN1B//SELP//SIGLEC14//TYR//VNN1
GO:0031410	cytoplasmic_vesicle	Cellular Component	28	2351	132	17615	0.00807510762904219	0.0613466654206605	2.09285168046589	1.58933013675676	0.212121212121212	C3//CCR5//CD38//CHMP4C//CLEC12A//F5//HLA-C//HLA-DQA1//HLA-DQB1//HLA-DRB1//IL7R//LEFTY2//LTF//LYZ//MLANA//MYOC//PIGR//PMEL//RNASE2//SCNN1A//SCNN1B//SELP//SIGLEC14//SLPI//SNX20//TLR8//TYR//VNN1
GO:0031225	anchored_component_of_membrane	Cellular Component	5	166	132	17615	0.00829008992171087	0.0613466654206605	2.08144075867879	4.01948703906535	0.0378787878787879	CD48//DPEP2//FOLR2//VNN1//VNN2
GO:0045334	clathrin-coated_endocytic_vesicle	Cellular Component	3	59	132	17615	0.00985089562799328	0.0671848232118965	2.00652428233359	6.78543913713405	0.0227272727272727	HLA-DQA1//HLA-DQB1//HLA-DRB1
GO:0030665	clathrin-coated_vesicle_membrane	Cellular Component	4	113	132	17615	0.0103484923314073	0.0671848232118965	1.98512291782492	4.72378653794583	0.0303030303030303	HLA-DQA1//HLA-DQB1//HLA-DRB1//IL7R
GO:0034774	secretory_granule_lumen	Cellular Component	7	320	132	17615	0.0104578774544042	0.0671848232118965	1.98055645154709	2.91915246212121	0.053030303030303	C3//F5//LEFTY2//LTF//LYZ//RNASE2//SLPI
GO:0030660	Golgi-associated_vesicle_membrane	Cellular Component	4	114	132	17615	0.0106639131635372	0.0671848232118965	1.97208340004864	4.68234981392876	0.0303030303030303	HLA-C//HLA-DQA1//HLA-DQB1//HLA-DRB1
GO:0060205	cytoplasmic_vesicle_lumen	Cellular Component	7	324	132	17615	0.0111426105517753	0.0671848232118965	1.95301304835349	2.88311354283577	0.053030303030303	C3//F5//LEFTY2//LTF//LYZ//RNASE2//SLPI
GO:0035580	specific_granule_lumen	Cellular Component	3	62	132	17615	0.0112760037280119	0.0671848232118965	1.9478447892163	6.45711143695015	0.0227272727272727	LTF//LYZ//SLPI
GO:0031983	vesicle_lumen	Cellular Component	7	326	132	17615	0.0114969456397539	0.0671848232118965	1.9394175220801	2.86542572968953	0.053030303030303	C3//F5//LEFTY2//LTF//LYZ//RNASE2//SLPI
GO:0030662	coated_vesicle_membrane	Cellular Component	5	180	132	17615	0.0115001048741084	0.0671848232118965	1.93929819912127	3.70686026936027	0.0378787878787879	HLA-C//HLA-DQA1//HLA-DQB1//HLA-DRB1//IL7R
GO:0097228	sperm_principal_piece	Cellular Component	2	24	132	17615	0.0138093023093545	0.0779602413668462	1.85982826282989	11.1205808080808	0.0151515151515152	NME8//SCNN1A
GO:0005774	vacuolar_membrane	Cellular Component	8	421	132	17615	0.0140468903363687	0.0779602413668462	1.85241980808849	2.53580940041748	0.0606060606060606	ATP6V1C2//HLA-DQA1//HLA-DQB1//HLA-DRB1//PIGR//TLR8//TSPAN1//VNN1
GO:0034706	sodium_channel_complex	Cellular Component	2	26	132	17615	0.0161034103647589	0.083138537232011	1.79308213975997	10.2651515151515	0.0151515151515152	SCNN1A//SCNN1B
GO:0099503	secretory_vesicle	Cellular Component	14	1000	132	17615	0.0177921634325195	0.0897695518640755	1.74977124080423	1.86825757575758	0.106060606060606	C3//CD38//CLEC12A//F5//LEFTY2//LTF//LYZ//PIGR//RNASE2//SCNN1A//SELP//SIGLEC14//SLPI//VNN1
GO:0072562	blood_microparticle	Cellular Component	4	143	132	17615	0.0226424651497071	0.102584229861938	1.64507629203178	3.73278236914601	0.0303030303030303	C3//IGHA1//IGHG1//IGKC
GO:0030135	coated_vesicle	Cellular Component	6	298	132	17615	0.0248531401859085	0.108184257279837	1.60461873050196	2.68685173886516	0.0454545454545455	F5//HLA-C//HLA-DQA1//HLA-DQB1//HLA-DRB1//IL7R
GO:0030667	secretory_granule_membrane	Cellular Component	6	298	132	17615	0.0248531401859085	0.108184257279837	1.60461873050196	2.68685173886516	0.0454545454545455	CD38//CLEC12A//PIGR//SELP//SIGLEC14//VNN1
GO:0010008	endosome_membrane	Cellular Component	8	486	132	17615	0.0300132877759179	0.11663217839066	1.52268642760983	2.19665793739868	0.0606060606060606	CHMP4C//HLA-C//HLA-DQA1//HLA-DQB1//HLA-DRB1//PMEL//SNX20//TLR8
GO:0035578	azurophil_granule_lumen	Cellular Component	3	90	132	17615	0.0301355311551934	0.11663217839066	1.5209211494512	4.44823232323232	0.0227272727272727	C3//LYZ//RNASE2
GO:0030176	integral_component_of_endoplasmic_reticulum_membrane	Cellular Component	4	157	132	17615	0.0305161346809625	0.11663217839066	1.51547047704217	3.39992279482725	0.0303030303030303	HLA-C//HLA-DQA1//HLA-DQB1//HLA-DRB1
GO:0031091	platelet_alpha_granule	Cellular Component	3	91	132	17615	0.0309968402029231	0.11663217839066	1.50868257559724	4.39935064935065	0.0227272727272727	F5//LEFTY2//SELP
GO:0032588	trans-Golgi_network_membrane	Cellular Component	3	92	132	17615	0.0318710216469001	0.117873558916004	1.49660401470325	4.35153162055336	0.0227272727272727	HLA-DQA1//HLA-DQB1//HLA-DRB1
GO:0042581	specific_granule	Cellular Component	4	160	132	17615	0.0323886806030462	0.117873558916004	1.48960674320586	3.33617424242424	0.0303030303030303	CLEC12A//LTF//LYZ//SLPI
GO:0042571	immunoglobulin_complex,_circulating	Cellular Component	3	94	132	17615	0.0336579011625791	0.120517000936977	1.47291296922561	4.25894584139265	0.0227272727272727	IGHA1//IGHG1//IGKC
GO:0030666	endocytic_vesicle_membrane	Cellular Component	4	163	132	17615	0.0343273517162011	0.120963048904709	1.46435970019803	3.27477226250232	0.0303030303030303	HLA-C//HLA-DQA1//HLA-DQB1//HLA-DRB1
GO:0070820	tertiary_granule	Cellular Component	4	164	132	17615	0.0349883080510002	0.121365693551907	1.45607705842823	3.25480413895048	0.0303030303030303	CLEC12A//LTF//LYZ//SIGLEC14
GO:0031227	intrinsic_component_of_endoplasmic_reticulum_membrane	Cellular Component	4	165	132	17615	0.0356566420091129	0.121781146554201	1.44785955924202	3.23507805325987	0.0303030303030303	HLA-C//HLA-DQA1//HLA-DQB1//HLA-DRB1
GO:0097729	9+2_motile_cilium	Cellular Component	3	98	132	17615	0.0373849177409219	0.125749268764919	1.42730357060652	4.08511131725417	0.0227272727272727	DNAH11//NME8//SCNN1A
GO:0042470	melanosome	Cellular Component	3	106	132	17615	0.0454440395586089	0.146211257710307	1.34252307078212	3.77680102915952	0.0227272727272727	MLANA//PMEL//TYR
GO:0005783	endoplasmic_reticulum	Cellular Component	21	1940	132	17615	0.0534032149954349	0.169364481842665	1.27243259666532	1.44452905342081	0.159090909090909	ALDH3A1//C3//CH25H//COL13A1//CTAGE15//CWH43//CYB5R2//F5//FMO3//HLA-C//HLA-DQA1//HLA-DQB1//HLA-DRB1//HPD//LRRC8E//MLANA//MYOC//MZB1//PMEL//TLR8//TP63
GO:0030286	dynein_complex	Cellular Component	2	51	132	17615	0.0559919749549624	0.174195280913874	1.25187421375318	5.23321449792038	0.0151515151515152	DNAH11//NME8
GO:0030136	clathrin-coated_vesicle	Cellular Component	4	192	132	17615	0.0564957667828779	0.174195280913874	1.24798409256486	2.7801452020202	0.0303030303030303	HLA-DQA1//HLA-DQB1//HLA-DRB1//IL7R
GO:0005789	endoplasmic_reticulum_membrane	Cellular Component	13	1086	132	17615	0.063669162861514	0.1893747396646	1.19607086031387	1.59743149729338	0.0984848484848485	CH25H//CTAGE15//CYB5R2//FMO3//HLA-C//HLA-DQA1//HLA-DQB1//HLA-DRB1//HPD//LRRC8E//MLANA//PMEL//TLR8
GO:1904724	tertiary_granule_lumen	Cellular Component	2	55	132	17615	0.0639779525893917	0.1893747396646	1.19396966224123	4.85261707988981	0.0151515151515152	LTF//LYZ
GO:0042175	nuclear_outer_membrane-endoplasmic_reticulum_membrane_network	Cellular Component	13	1108	132	17615	0.0720992186384616	0.198640472971196	1.14206944183873	1.565713543376	0.0984848484848485	CH25H//CTAGE15//CYB5R2//FMO3//HLA-C//HLA-DQA1//HLA-DQB1//HLA-DRB1//HPD//LRRC8E//MLANA//PMEL//TLR8
GO:0035577	azurophil_granule_membrane	Cellular Component	2	59	132	17615	0.0723207974267779	0.198640472971196	1.14073679386925	4.5236260914227	0.0151515151515152	PIGR//VNN1
GO:0030139	endocytic_vesicle	Cellular Component	5	298	132	17615	0.0737080853116268	0.199551157794892	1.132484870165	2.23904311572097	0.0378787878787879	HLA-C//HLA-DQA1//HLA-DQB1//HLA-DRB1//LTF
GO:0098797	plasma_membrane_protein_complex	Cellular Component	9	695	132	17615	0.0776319556907877	0.207642098353673	1.10995947302737	1.72809025506867	0.0681818181818182	COL13A1//HLA-C//HLA-DQA1//HLA-DQB1//HLA-DRB1//IL12RB1//KRT8//LILRA4//TSPAN32
GO:0030658	transport_vesicle_membrane	Cellular Component	4	216	132	17615	0.0794728885960779	0.210035491289635	1.09978100142204	2.47124017957351	0.0303030303030303	HLA-C//HLA-DQA1//HLA-DQB1//HLA-DRB1
GO:0031902	late_endosome_membrane	Cellular Component	3	138	132	17615	0.0852623868471202	0.222685292706596	1.06924251381856	2.90102108036891	0.0227272727272727	CHMP4C//HLA-DRB1//PMEL
GO:0062023	collagen-containing_extracellular_matrix	Cellular Component	6	409	132	17615	0.0874359868250113	0.223112518105201	1.05830978403811	1.95765725716826	0.0454545454545455	COL13A1//LEFTY2//MXRA5//MYOC//SLPI//SRPX2
GO:0031093	platelet_alpha_granule_lumen	Cellular Component	2	67	132	17615	0.0899671613255157	0.226962611525733	1.04591598231189	3.98349163274536	0.0151515151515152	F5//LEFTY2
